    Soil Type,Water Availability,Area Size,Season,Temperature,Rainfall,Crop Cycle,Crop Recommendation,Yield Prediction,Fertilizer Recommendation,Pesticide Recommendation
Peaty,high,7119,spring,501,high,short term,Wheat,59.8,Potassium-rich fertilizer,Organic pesticide
Chalky,low,7120,monsoon,502,low,long term,Barley,59.9,Phosphorus-rich fertilizer,Copper-based pesticide
Silty,medium,7121,winter,503,medium,medium term,Rice,60,Calcium-rich fertilizer,Neem-based pesticide
Clay,high,7122,summer,504,high,short term,Oats,60.1,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Sandy,low,7123,spring,505,low,long term,Sugarcane,60.2,Potassium-rich fertilizer,Organic pesticide
Loamy,medium,7124,monsoon,506,medium,medium term,Sorghum,60.3,Phosphorus-rich fertilizer,Copper-based pesticide
Peaty,high,7125,winter,507,high,short term,Wheat,60.4,Calcium-rich fertilizer,Neem-based pesticide
Chalky,low,7126,summer,508,low,long term,Barley,60.5,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Silty,medium,7127,spring,509,medium,medium term,Maize,60.6,Potassium-rich fertilizer,Organic pesticide
Clay,high,7128,monsoon,510,high,short term,Oats,60.7,Phosphorus-rich fertilizer,Copper-based pesticide
Sandy,low,7129,winter,511,low,long term,Sugarcane,60.8,Calcium-rich fertilizer,Neem-based pesticide
Loamy,medium,7130,summer,512,medium,medium term,Sorghum,60.9,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Peaty,high,7131,spring,513,high,short term,Wheat,61,Potassium-rich fertilizer,Organic pesticide
Chalky,low,7132,monsoon,514,low,long term,Barley,61.1,Phosphorus-rich fertilizer,Copper-based pesticide
Silty,medium,7133,winter,515,medium,medium term,Rice,61.2,Calcium-rich fertilizer,Neem-based pesticide
Clay,high,7134,summer,516,high,short term,Oats,61.3,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Sandy,low,7135,spring,517,low,long term,Maize,61.4,Potassium-rich fertilizer,Organic pesticide
Loamy,medium,7136,monsoon,518,medium,medium term,Sorghum,61.5,Phosphorus-rich fertilizer,Copper-based pesticide
Peaty,high,7137,winter,519,high,short term,Wheat,61.6,Calcium-rich fertilizer,Neem-based pesticide
Chalky,low,7138,summer,520,low,long term,Barley,61.7,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Silty,medium,7139,spring,521,medium,medium term,Maize,61.8,Potassium-rich fertilizer,Organic pesticide
Clay,high,7140,monsoon,522,high,short term,Oats,61.9,Phosphorus-rich fertilizer,Copper-based pesticide
Sandy,low,7141,winter,523,low,long term,Sugarcane,62,Calcium-rich fertilizer,Neem-based pesticide
Loamy,high,7142,summer,524,high,medium term,Sorghum,62.1,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Peaty,medium,7143,spring,525,medium,short term,Wheat,62.2,Potassium-rich fertilizer,Organic pesticide
Chalky,low,7144,monsoon,526,low,long term,Barley,62.3,Phosphorus-rich fertilizer,Copper-based pesticide
Silty,medium,7145,winter,527,medium,medium term,Rice,62.4,Calcium-rich fertilizer,Neem-based pesticide
Clay,high,7146,summer,528,high,short term,Oats,62.5,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Sandy,low,7147,spring,529,low,long term,Maize,62.6,Potassium-rich fertilizer,Organic pesticide
Loamy,medium,7148,monsoon,530,medium,medium term,Sorghum,62.7,Phosphorus-rich fertilizer,Copper-based pesticide
Peaty,high,7149,winter,531,high,short term,Wheat,62.8,Calcium-rich fertilizer,Neem-based pesticide
Chalky,low,7150,summer,532,low,long term,Barley,62.9,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Silty,medium,7151,spring,533,medium,medium term,Rice,63,Potassium-rich fertilizer,Organic pesticide
Clay,high,7152,monsoon,534,high,short term,Oats,63.1,Phosphorus-rich fertilizer,Copper-based pesticide
Sandy,low,7153,winter,535,low,long term,Sugarcane,63.2,Calcium-rich fertilizer,Neem-based pesticide
Loamy,high,7154,summer,536,high,medium term,Sorghum,63.3,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Peaty,medium,7155,spring,537,medium,short term,Wheat,63.4,Potassium-rich fertilizer,Organic pesticide
Chalky,low,7156,monsoon,538,low,long term,Barley,63.5,Phosphorus-rich fertilizer,Copper-based pesticide
Silty,medium,7157,winter,539,medium,medium term,Rice,63.6,Calcium-rich fertilizer,Neem-based pesticide
Clay,high,7158,summer,540,high,short term,Oats,63.7,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Sandy,low,7159,spring,541,low,long term,Maize,63.8,Potassium-rich fertilizer,Organic pesticide
Loamy,medium,7160,monsoon,542,medium,medium term,Sorghum,63.9,Phosphorus-rich fertilizer,Copper-based pesticide
Peaty,high,7161,winter,543,high,short term,Wheat,64,Calcium-rich fertilizer,Neem-based pesticide
Chalky,low,7162,summer,544,low,long term,Barley,64.1,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Silty,medium,7163,spring,545,medium,medium term,Rice,64.2,Potassium-rich fertilizer,Organic pesticide
Clay,high,7164,monsoon,546,high,short term,Oats,64.3,Phosphorus-rich fertilizer,Copper-based pesticide
Sandy,low,7165,winter,547,low,long term,Sugarcane,64.4,Calcium-rich fertilizer,Neem-based pesticide
Loamy,high,7166,summer,548,high,medium term,Sorghum,64.5,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Peaty,medium,7167,spring,549,medium,short term,Wheat,64.6,Potassium-rich fertilizer,Organic pesticide
Chalky,low,7168,monsoon,550,low,long term,Barley,64.7,Phosphorus-rich fertilizer,Copper-based pesticide
Silty,medium,7195,summer,570,medium,medium term,Rice,66.1,Calcium-rich fertilizer,Neem-based pesticide
Clay,high,7196,winter,571,high,short term,Oats,66.2,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Sandy,low,7197,spring,572,low,long term,Maize,66.3,Potassium-rich fertilizer,Organic pesticide
Loamy,medium,7198,monsoon,573,medium,medium term,Sorghum,66.4,Phosphorus-rich fertilizer,Copper-based pesticide
Peaty,high,7199,summer,574,high,short term,Wheat,66.5,Calcium-rich fertilizer,Neem-based pesticide
Chalky,low,7200,winter,575,low,long term,Barley,66.6,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Silty,medium,7201,spring,576,medium,medium term,Rice,66.7,Potassium-rich fertilizer,Organic pesticide
Clay,high,7202,monsoon,577,high,short term,Oats,66.8,Phosphorus-rich fertilizer,Copper-based pesticide
Sandy,low,7203,winter,578,low,long term,Sugarcane,66.9,Calcium-rich fertilizer,Neem-based pesticide
Loamy,high,7204,summer,579,high,medium term,Sorghum,67,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Peaty,medium,7205,spring,580,medium,short term,Wheat,67.1,Potassium-rich fertilizer,Organic pesticide
Chalky,low,7206,monsoon,581,low,long term,Barley,67.2,Phosphorus-rich fertilizer,Copper-based pesticide
Silty,medium,7207,summer,582,medium,medium term,Rice,67.3,Calcium-rich fertilizer,Neem-based pesticide
Clay,high,7208,winter,583,high,short term,Oats,67.4,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Sandy,low,7209,spring,584,low,long term,Maize,67.5,Potassium-rich fertilizer,Organic pesticide
Loamy,medium,7210,monsoon,585,medium,medium term,Sorghum,67.6,Phosphorus-rich fertilizer,Copper-based pesticide
Peaty,high,7211,summer,586,high,short term,Wheat,67.7,Calcium-rich fertilizer,Neem-based pesticide
Chalky,low,7212,winter,587,low,long term,Barley,67.8,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Silty,medium,7213,spring,588,medium,medium term,Rice,67.9,Potassium-rich fertilizer,Organic pesticide
Clay,high,7214,monsoon,589,high,short term,Oats,68,Phosphorus-rich fertilizer,Copper-based pesticide
Sandy,low,7215,winter,590,low,long term,Sugarcane,68.1,Calcium-rich fertilizer,Neem-based pesticide
Loamy,high,7216,summer,591,high,medium term,Sorghum,68.2,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Peaty,medium,7217,spring,592,medium,short term,Wheat,68.3,Potassium-rich fertilizer,Organic pesticide
Chalky,low,7218,monsoon,593,low,long term,Barley,68.4,Phosphorus-rich fertilizer,Copper-based pesticide
Silty,medium,7219,summer,594,medium,medium term,Rice,68.5,Calcium-rich fertilizer,Neem-based pesticide
Clay,high,7220,winter,595,high,short term,Oats,68.6,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Sandy,low,7221,spring,596,low,long term,Maize,68.7,Potassium-rich fertilizer,Organic pesticide
Clay,medium,7222,monsoon,597,medium,medium term,Sorghum,68.8,Phosphorus-rich fertilizer,Copper-based pesticide
Loamy,high,7223,summer,598,high,short term,Wheat,68.9,Calcium-rich fertilizer,Neem-based pesticide
Peaty,low,7224,winter,599,low,long term,Barley,69,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Chalky,medium,7225,spring,600,medium,medium term,Rice,69.1,Potassium-rich fertilizer,Organic pesticide
Silty,high,7226,monsoon,601,high,short term,Oats,69.2,Phosphorus-rich fertilizer,Copper-based pesticide
Clay,low,7227,summer,602,low,long term,Sugarcane,69.3,Calcium-rich fertilizer,Neem-based pesticide
Sandy,medium,7228,winter,603,medium,medium term,Sorghum,69.4,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Loamy,high,7229,spring,604,high,short term,Wheat,69.5,Potassium-rich fertilizer,Organic pesticide
Peaty,low,7230,monsoon,605,low,long term,Barley,69.6,Phosphorus-rich fertilizer,Copper-based pesticide
Chalky,medium,7231,summer,606,medium,medium term,Rice,69.7,Calcium-rich fertilizer,Neem-based pesticide
Silty,high,7232,winter,607,high,short term,Oats,69.8,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Clay,low,7233,spring,608,low,long term,Maize,69.9,Potassium-rich fertilizer,Organic pesticide
Sandy,medium,7234,monsoon,609,medium,medium term,Sorghum,70,Phosphorus-rich fertilizer,Copper-based pesticide
Loamy,high,7235,summer,610,high,short term,Wheat,70.1,Calcium-rich fertilizer,Neem-based pesticide
Peaty,low,7236,winter,611,low,long term,Barley,70.2,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Chalky,medium,7237,spring,612,medium,medium term,Rice,70.3,Potassium-rich fertilizer,Organic pesticide
Silty,high,7238,monsoon,613,high,short term,Oats,70.4,Phosphorus-rich fertilizer,Copper-based pesticide
Clay,low,7239,summer,614,low,long term,Sugarcane,70.5,Calcium-rich fertilizer,Neem-based pesticide
Sandy,medium,7240,winter,615,medium,medium term,Sorghum,70.6,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Loamy,high,7241,spring,616,high,short term,Wheat,70.7,Potassium-rich fertilizer,Organic pesticide
Peaty,low,7242,monsoon,617,low,long term,Barley,70.8,Phosphorus-rich fertilizer,Copper-based pesticide
Chalky,medium,7243,summer,618,medium,medium term,Rice,70.9,Calcium-rich fertilizer,Neem-based pesticide
Silty,high,7244,winter,619,high,short term,Oats,71,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Clay,low,7245,spring,620,low,long term,Maize,71.1,Potassium-rich fertilizer,Organic pesticide
Sandy,medium,7246,monsoon,621,medium,medium term,Sorghum,71.2,Phosphorus-rich fertilizer,Copper-based pesticide
Loamy,high,7247,summer,622,high,short term,Wheat,71.3,Calcium-rich fertilizer,Neem-based pesticide
Peaty,low,7248,winter,623,low,long term,Barley,71.4,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Silty,medium,7249,spring,624,medium,medium term,Rye,71.5,Potassium-rich fertilizer,Organic pesticide
Chalky,high,7250,monsoon,625,high,short term,Oats,71.6,Phosphorus-rich fertilizer,Copper-based pesticide
Clay,low,7251,summer,626,low,long term,Sugarcane,71.7,Calcium-rich fertilizer,Neem-based pesticide
Sandy,medium,7252,winter,627,medium,medium term,Sorghum,71.8,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Loamy,high,7253,spring,628,high,short term,Wheat,71.9,Potassium-rich fertilizer,Organic pesticide
Peaty,low,7254,monsoon,629,low,long term,Barley,72,Phosphorus-rich fertilizer,Copper-based pesticide
Chalky,medium,7255,summer,630,medium,medium term,Rice,72.1,Calcium-rich fertilizer,Neem-based pesticide
Silty,high,7256,winter,631,high,short term,Oats,72.2,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Clay,low,7257,spring,632,low,long term,Maize,72.3,Potassium-rich fertilizer,Organic pesticide
Sandy,medium,7258,monsoon,633,medium,medium term,Sorghum,72.4,Phosphorus-rich fertilizer,Copper-based pesticide
Loamy,high,7259,summer,634,high,short term,Wheat,72.5,Calcium-rich fertilizer,Neem-based pesticide
Peaty,low,7260,winter,635,low,long term,Barley,72.6,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Chalky,medium,7261,spring,636,medium,medium term,Rye,72.7,Potassium-rich fertilizer,Organic pesticide
Silty,high,7262,monsoon,637,high,short term,Oats,72.8,Phosphorus-rich fertilizer,Copper-based pesticide
Clay,low,7263,summer,638,low,long term,Sugarcane,72.9,Calcium-rich fertilizer,Neem-based pesticide
Sandy,medium,7264,winter,639,medium,medium term,Sorghum,73,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Loamy,high,7265,spring,640,high,short term,Wheat,73.1,Potassium-rich fertilizer,Organic pesticide
Peaty,low,7266,monsoon,641,low,long term,Barley,73.2,Phosphorus-rich fertilizer,Copper-based pesticide
Chalky,medium,7267,summer,642,medium,medium term,Rice,73.3,Calcium-rich fertilizer,Neem-based pesticide
Silty,high,7268,winter,643,high,short term,Oats,73.4,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Clay,low,7269,spring,644,low,long term,Maize,73.5,Potassium-rich fertilizer,Organic pesticide
Sandy,medium,7270,monsoon,645,medium,medium term,Sorghum,73.6,Phosphorus-rich fertilizer,Copper-based pesticide
Loamy,high,7271,summer,646,high,short term,Wheat,73.7,Calcium-rich fertilizer,Neem-based pesticide
Peaty,low,7272,winter,647,low,long term,Barley,73.8,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Chalky,medium,7273,spring,648,medium,medium term,Rye,73.9,Potassium-rich fertilizer,Organic pesticide
Silty,high,7274,monsoon,649,high,short term,Oats,74,Phosphorus-rich fertilizer,Copper-based pesticide
Clay,low,7275,summer,650,low,long term,Sugarcane,74.1,Calcium-rich fertilizer,Neem-based pesticide
Silty,medium,7276,winter,651,medium,medium term,Sorghum,74.2,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Loamy,high,7277,spring,652,high,short term,Wheat,74.3,Potassium-rich fertilizer,Organic pesticide
Peaty,low,7278,monsoon,653,low,long term,Barley,74.4,Phosphorus-rich fertilizer,Copper-based pesticide
Chalky,medium,7279,summer,654,medium,medium term,Rice,74.5,Calcium-rich fertilizer,Neem-based pesticide
Sandy,high,7280,winter,655,high,short term,Oats,74.6,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Clay,low,7281,spring,656,low,long term,Maize,74.7,Potassium-rich fertilizer,Organic pesticide
Silty,medium,7282,monsoon,657,medium,medium term,Sorghum,74.8,Phosphorus-rich fertilizer,Copper-based pesticide
Loamy,high,7283,summer,658,high,short term,Wheat,74.9,Calcium-rich fertilizer,Neem-based pesticide
Peaty,low,7284,winter,659,low,long term,Barley,75,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Chalky,medium,7285,spring,660,medium,medium term,Rye,75.1,Potassium-rich fertilizer,Organic pesticide
Silty,high,7286,monsoon,661,high,short term,Oats,75.2,Phosphorus-rich fertilizer,Copper-based pesticide
Clay,low,7287,summer,662,low,long term,Sugarcane,75.3,Calcium-rich fertilizer,Neem-based pesticide
Sandy,medium,7288,winter,663,medium,medium term,Sorghum,75.4,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Loamy,high,7289,spring,664,high,short term,Wheat,75.5,Potassium-rich fertilizer,Organic pesticide
Peaty,low,7290,monsoon,665,low,long term,Barley,75.6,Phosphorus-rich fertilizer,Copper-based pesticide
Chalky,medium,7291,summer,666,medium,medium term,Rice,75.7,Calcium-rich fertilizer,Neem-based pesticide
Silty,high,7292,winter,667,high,short term,Oats,75.8,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Clay,low,7293,spring,668,low,long term,Maize,75.9,Potassium-rich fertilizer,Organic pesticide
Sandy,medium,7294,monsoon,669,medium,medium term,Sorghum,76,Phosphorus-rich fertilizer,Copper-based pesticide
Loamy,high,7295,summer,670,high,short term,Wheat,76.1,Calcium-rich fertilizer,Neem-based pesticide
Peaty,low,7296,winter,671,low,long term,Barley,76.2,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Chalky,medium,7297,spring,672,medium,medium term,Rye,76.3,Potassium-rich fertilizer,Organic pesticide
Silty,high,7298,monsoon,673,high,short term,Oats,76.4,Phosphorus-rich fertilizer,Copper-based pesticide
Clay,low,7299,summer,674,low,long term,Sugarcane,76.5,Calcium-rich fertilizer,Neem-based pesticide
Sandy,medium,7300,winter,675,medium,medium term,Sorghum,76.6,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Loamy,high,7301,spring,676,high,short term,Wheat,76.7,Potassium-rich fertilizer,Organic pesticide
Peaty,low,7302,monsoon,677,low,long term,Barley,76.8,Phosphorus-rich fertilizer,Copper-based pesticide
Silty,medium,7303,summer,678,medium,medium term,Rye,76.9,Calcium-rich fertilizer,Neem-based pesticide
Clay,high,7304,winter,679,high,short term,Oats,77,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Sandy,low,7305,spring,680,low,long term,Maize,77.1,Potassium-rich fertilizer,Organic pesticide
Loamy,medium,7306,monsoon,681,medium,medium term,Sorghum,77.2,Phosphorus-rich fertilizer,Copper-based pesticide
Peaty,high,7307,summer,682,high,short term,Wheat,77.3,Calcium-rich fertilizer,Neem-based pesticide
Chalky,low,7308,winter,683,low,long term,Barley,77.4,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Silty,medium,7309,spring,684,medium,medium term,Rye,77.5,Potassium-rich fertilizer,Organic pesticide
Clay,high,7310,monsoon,685,high,short term,Oats,77.6,Phosphorus-rich fertilizer,Copper-based pesticide
Sandy,low,7311,summer,686,low,long term,Sugarcane,77.7,Calcium-rich fertilizer,Neem-based pesticide
Loamy,medium,7312,winter,687,medium,medium term,Sorghum,77.8,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Peaty,high,7313,spring,688,high,short term,Wheat,77.9,Potassium-rich fertilizer,Organic pesticide
Chalky,low,7314,monsoon,689,low,long term,Barley,78,Phosphorus-rich fertilizer,Copper-based pesticide
Silty,medium,7315,summer,690,medium,medium term,Rye,78.1,Calcium-rich fertilizer,Neem-based pesticide
Clay,high,7316,winter,691,high,short term,Oats,78.2,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Sandy,low,7317,spring,692,low,long term,Maize,78.3,Potassium-rich fertilizer,Organic pesticide
Loamy,medium,7318,monsoon,693,medium,medium term,Sorghum,78.4,Phosphorus-rich fertilizer,Copper-based pesticide
Peaty,high,7319,summer,694,high,short term,Wheat,78.5,Calcium-rich fertilizer,Neem-based pesticide
Chalky,low,7320,winter,695,low,long term,Barley,78.6,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Silty,medium,7321,spring,696,medium,medium term,Rye,78.7,Potassium-rich fertilizer,Organic pesticide
Clay,high,7322,monsoon,697,high,short term,Oats,78.8,Phosphorus-rich fertilizer,Copper-based pesticide
Sandy,low,7323,summer,698,low,long term,Sugarcane,78.9,Calcium-rich fertilizer,Neem-based pesticide
Loamy,medium,7324,winter,699,medium,medium term,Sorghum,80,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Peaty,high,7325,spring,700,high,short term,Wheat,80,Potassium-rich fertilizer,Organic pesticide
Chalky,low,7326,monsoon,701,low,long term,Barley,80,Phosphorus-rich fertilizer,Copper-based pesticide
Silty,medium,7327,summer,702,medium,medium term,Rye,80,Calcium-rich fertilizer,Neem-based pesticide
Clay,high,7328,winter,703,high,short term,Oats,80,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Sandy,low,7329,spring,704,low,long term,Maize,80,Potassium-rich fertilizer,Organic pesticide
Loamy,high,7330,monsoon,705,high,medium term,Sorghum,81.1,Phosphorus-rich fertilizer,Copper-based pesticide
Silty,medium,7331,summer,706,medium,short term,Rye,81.2,Calcium-rich fertilizer,Neem-based pesticide
Clay,low,7332,winter,707,low,long term,Oats,81.3,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Chalky,high,7333,spring,708,high,medium term,Barley,81.4,Potassium-rich fertilizer,Organic pesticide
Peaty,medium,7334,monsoon,709,medium,short term,Wheat,81.5,Calcium-rich fertilizer,Neem-based pesticide
Sandy,low,7335,summer,710,low,long term,Sugarcane,81.6,Phosphorus-rich fertilizer,Copper-based pesticide
Loamy,high,7336,winter,711,high,medium term,Sorghum,82,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Silty,medium,7337,spring,712,medium,short term,Rye,82,Potassium-rich fertilizer,Organic pesticide
Clay,low,7338,monsoon,713,low,long term,Oats,82,Calcium-rich fertilizer,Neem-based pesticide
Chalky,high,7339,summer,714,high,medium term,Barley,82,Phosphorus-rich fertilizer,Copper-based pesticide
Peaty,medium,7340,winter,715,medium,short term,Wheat,82.1,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Sandy,low,7341,spring,716,low,long term,Maize,82.2,Potassium-rich fertilizer,Organic pesticide
Loamy,high,7342,monsoon,717,high,medium term,Sorghum,82.3,Phosphorus-rich fertilizer,Copper-based pesticide
Silty,medium,7343,summer,718,medium,short term,Rye,82.4,Calcium-rich fertilizer,Neem-based pesticide
Clay,low,7344,winter,719,low,long term,Oats,82.5,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Chalky,high,7345,spring,720,high,medium term,Barley,82.6,Potassium-rich fertilizer,Organic pesticide
Peaty,medium,7346,monsoon,721,medium,short term,Wheat,82.7,Calcium-rich fertilizer,Neem-based pesticide
Sandy,low,7347,summer,722,low,long term,Sugarcane,82.8,Phosphorus-rich fertilizer,Copper-based pesticide
Loamy,high,7348,winter,723,high,medium term,Sorghum,83,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Silty,medium,7349,spring,724,medium,short term,Rye,83,Potassium-rich fertilizer,Organic pesticide
Clay,low,7350,monsoon,725,low,long term,Oats,83,Calcium-rich fertilizer,Neem-based pesticide
Chalky,high,7351,summer,726,high,medium term,Barley,83,Phosphorus-rich fertilizer,Copper-based pesticide
Peaty,medium,7352,winter,727,medium,short term,Wheat,83.1,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Sandy,low,7353,spring,728,low,long term,Maize,83.2,Potassium-rich fertilizer,Organic pesticide
Loamy,high,7354,monsoon,729,high,medium term,Sorghum,83.3,Phosphorus-rich fertilizer,Copper-based pesticide
Silty,medium,7355,summer,730,medium,short term,Rye,83.4,Calcium-rich fertilizer,Neem-based pesticide
Sandy,medium,7356,spring,731,medium,medium term,Oats,83.5,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Clay,low,7357,monsoon,732,low,long term,Sugarcane,83.6,Phosphorus-rich fertilizer,Copper-based pesticide
Chalky,high,7358,summer,733,high,short term,Wheat,83.7,Potassium-rich fertilizer,Organic pesticide
Peaty,medium,7359,winter,734,medium,medium term,Barley,83.8,Calcium-rich fertilizer,Neem-based pesticide
Sandy,low,7360,spring,735,low,short term,Maize,83.9,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Loamy,high,7361,monsoon,736,high,long term,Rye,84,Phosphorus-rich fertilizer,Copper-based pesticide
Silty,medium,7362,summer,737,medium,medium term,Sorghum,84.1,Potassium-rich fertilizer,Organic pesticide
Clay,low,7363,winter,738,low,short term,Oats,84.2,Calcium-rich fertilizer,Neem-based pesticide
Chalky,high,7364,monsoon,739,high,long term,Wheat,84.3,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Peaty,medium,7365,spring,740,medium,medium term,Barley,84.4,Phosphorus-rich fertilizer,Copper-based pesticide
Sandy,low,7366,summer,741,low,short term,Sorghum,84.5,Potassium-rich fertilizer,Organic pesticide
Loamy,high,7367,winter,742,high,long term,Rye,84.6,Calcium-rich fertilizer,Neem-based pesticide
Silty,medium,7368,monsoon,743,medium,medium term,Oats,84.7,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Clay,low,7369,spring,744,low,short term,Sugarcane,84.8,Phosphorus-rich fertilizer,Copper-based pesticide
Chalky,high,7370,summer,745,high,long term,Maize,84.9,Potassium-rich fertilizer,Organic pesticide
Peaty,medium,7371,winter,746,medium,medium term,Barley,85,Calcium-rich fertilizer,Neem-based pesticide
Sandy,low,7372,monsoon,747,low,short term,Wheat,85.1,Nitrogen-rich fertilizer,Pyrethrin-based pesticide
Clay,high,7373,spring,748,high,long term,Rye,85.2,Phosphorus-rich fertilizer,Copper-based pesticide
Silty,medium,7374,summer,749,medium,medium term,Sorghum,85.3,Potassium-rich fertilizer,Organic pesticide
Chalky,low,7375,winter,750,low,short term,Oats,85.4,Calcium-rich fertilizer,Neem-based pesticide
